Applicant_ID,Application_Date,Gender,Race,Applied_Department,Outcome
237,2024-06-25,Male,White,Finance,Interviewed
238,2024-03-02,Female,Hispanic,Compliance,Rejected
239,2025-03-14,Other,Other,Operations,Rejected
240,2025-08-20,Female,Hispanic,HR,Rejected
241,2024-02-09,Male,Hispanic,Operations,Rejected
242,2025-03-27,Female,White,Risk,Rejected
243,2023-03-02,Other,Hispanic,IT,Rejected
244,2023-12-16,Male,Hispanic,Retail Banking,Rejected
245,2024-06-01,Male,Hispanic,HR,Rejected
246,2024-12-04,Male,Black,Finance,Rejected
247,2024-05-19,Male,Black,Retail Banking,Rejected
248,2023-11-28,Male,Black,Finance,Interviewed
249,2025-07-16,Male,Asian,Legal,Interviewed
250,2024-04-18,Female,Hispanic,HR,Rejected
251,2023-09-12,Male,Other,Legal,Rejected
252,2023-02-27,Male,Asian,Legal,Rejected
253,2025-05-16,Female,Other,HR,Interviewed
254,2024-05-03,Female,Black,Risk,Hired
255,2022-10-11,Female,Hispanic,Risk,Rejected
256,2023-06-23,Female,Asian,Operations,Rejected
257,2023-10-30,Male,Black,Operations,Rejected
258,2024-08-15,Male,White,Legal,Rejected
259,2022-11-04,Male,White,Retail Banking,Rejected
260,2025-05-31,Male,Black,Finance,Rejected
261,2024-08-09,Female,Hispanic,Operations,Rejected
262,2023-03-18,Female,Asian,Compliance,Rejected
263,2025-03-07,Male,White,Finance,Hired
264,2025-06-14,Male,White,Risk,Interviewed
265,2024-04-02,Female,Asian,Operations,Rejected
266,2024-10-17,Female,Other,Risk,Rejected
267,2024-04-14,Female,White,Legal,Rejected
268,2023-05-26,Female,Hispanic,Legal,Rejected
269,2024-10-25,Male,Black,Legal,Rejected
270,2023-04-28,Female,Asian,Compliance,Rejected
271,2024-08-10,Male,Black,Risk,Rejected
272,2025-04-15,Female,Hispanic,Compliance,Rejected
273,2022-12-04,Female,Hispanic,HR,Interviewed
274,2025-05-13,Female,Black,Compliance,Interviewed
275,2025-02-15,Male,Hispanic,Operations,Interviewed
276,2022-12-18,Female,Black,IT,Interviewed
277,2024-04-29,Female,Asian,Operations,Rejected
278,2023-01-04,Female,Asian,Retail Banking,Interviewed
279,2024-11-19,Male,White,HR,Interviewed
280,2024-03-10,Female,Asian,Legal,Hired
281,2024-06-18,Male,Black,IT,Rejected
282,2023-12-05,Male,Other,Retail Banking,Interviewed
283,2023-07-22,Male,Black,Operations,Hired
284,2023-04-06,Male,Asian,Retail Banking,Rejected
285,2024-01-28,Male,Hispanic,Finance,Hired
286,2022-12-20,Female,Black,Finance,Rejected
287,2023-07-12,Male,Hispanic,Compliance,Rejected
288,2022-11-29,Male,Other,Compliance,Rejected
289,2024-05-06,Female,Asian,Legal,Interviewed
290,2025-06-08,Female,Other,Legal,Rejected
291,2025-02-08,Female,Black,Compliance,Rejected
292,2024-05-13,Female,Asian,Retail Banking,Interviewed
293,2025-03-24,Female,Hispanic,Compliance,Rejected
294,2023-01-27,Male,Other,Finance,Rejected
295,2024-01-11,Female,White,HR,Rejected
296,2025-09-03,Female,Black,HR,Interviewed
297,2023-10-21,Female,Asian,Legal,Rejected
298,2024-12-04,Male,Other,Risk,Rejected
299,2023-08-08,Male,Black,HR,Interviewed
300,2023-03-17,Male,Hispanic,IT,Interviewed
301,2024-08-21,Male,White,Retail Banking,Interviewed
302,2022-09-22,Female,Hispanic,Retail Banking,Interviewed
303,2023-09-30,Male,Other,Finance,Rejected
304,2024-01-16,Female,Asian,Finance,Rejected
305,2023-10-10,Female,White,Compliance,Rejected
306,2023-05-06,Male,Black,Finance,Interviewed
307,2024-11-02,Female,Black,Operations,Interviewed
308,2024-09-20,Female,White,Legal,Interviewed
309,2022-12-01,Female,Other,Legal,Hired
310,2025-03-22,Male,Asian,Finance,Rejected
311,2024-03-19,Male,Hispanic,Retail Banking,Interviewed
312,2023-09-11,Male,Asian,Operations,Rejected
313,2025-05-07,Female,White,Operations,Rejected
314,2024-08-22,Female,Other,Operations,Rejected
315,2024-04-30,Male,Asian,Finance,Rejected
316,2023-06-14,Female,Black,Legal,Interviewed
317,2024-04-01,Male,Hispanic,HR,Rejected
318,2023-05-06,Female,Hispanic,HR,Interviewed
319,2023-02-12,Female,Other,Finance,Interviewed
320,2024-06-30,Male,Hispanic,HR,Rejected
321,2025-01-18,Male,White,IT,Interviewed
322,2023-10-05,Female,Black,Retail Banking,Rejected
323,2024-03-02,Male,Black,Operations,Rejected
324,2024-09-08,Female,Black,IT,Rejected
325,2025-08-17,Male,Black,Operations,Hired
326,2023-03-11,Female,Black,IT,Rejected
327,2023-10-21,Male,Black,IT,Rejected
328,2025-08-18,Male,Hispanic,Legal,Rejected
329,2025-09-11,Female,Asian,Compliance,Rejected
330,2023-09-06,Male,Other,Finance,Interviewed
331,2024-04-11,Female,Black,Risk,Interviewed
332,2024-07-20,Male,Other,HR,Rejected
333,2025-03-02,Male,Black,Risk,Rejected
334,2024-01-27,Female,White,Operations,Rejected
335,2025-02-23,Female,Hispanic,Finance,Rejected
336,2023-03-21,Male,Other,Finance,Rejected
337,2023-09-16,Male,Black,Legal,Interviewed
338,2025-06-10,Female,Other,Finance,Rejected
339,2025-05-04,Female,Hispanic,IT,Hired
340,2023-07-04,Female,White,IT,Interviewed
341,2023-03-28,Male,Hispanic,HR,Interviewed
342,2023-01-01,Female,Other,Retail Banking,Rejected
343,2024-02-16,Male,Hispanic,Compliance,Interviewed
344,2023-11-24,Male,Other,IT,Interviewed
345,2024-07-23,Male,Other,HR,Hired
346,2023-04-17,Male,Black,Legal,Interviewed
347,2022-10-10,Female,Black,Legal,Hired
348,2024-06-04,Female,Hispanic,Compliance,Rejected
349,2023-12-17,Female,Other,Retail Banking,Interviewed
350,2024-02-02,Female,Black,Legal,Rejected
351,2023-11-10,Female,Asian,Retail Banking,Hired
352,2023-01-09,Male,Black,Legal,Interviewed
353,2022-12-05,Female,Black,Operations,Rejected
354,2025-03-02,Male,Other,Finance,Rejected
355,2024-01-14,Male,Asian,Finance,Interviewed
356,2024-10-31,Female,Asian,Operations,Rejected
357,2022-12-11,Male,Asian,Finance,Rejected
358,2025-06-05,Other,Asian,Operations,Rejected
359,2023-02-09,Female,Black,IT,Hired
360,2024-06-29,Male,Hispanic,Risk,Hired
361,2024-11-24,Female,Hispanic,Legal,Interviewed
362,2025-03-28,Female,Black,Risk,Rejected
363,2022-12-02,Male,White,Operations,Rejected
364,2024-07-11,Male,White,HR,Interviewed
365,2022-11-12,Male,Asian,Finance,Rejected
366,2024-11-28,Male,Hispanic,Retail Banking,Rejected
367,2023-06-06,Male,Asian,Operations,Interviewed
368,2025-03-14,Female,Asian,HR,Interviewed
369,2024-09-17,Male,Other,Risk,Rejected
370,2022-11-01,Male,Asian,Compliance,Interviewed
371,2025-05-19,Female,Black,Legal,Interviewed
372,2023-09-26,Male,Asian,Risk,Rejected
373,2025-02-13,Male,Hispanic,Finance,Rejected
374,2024-11-07,Female,Black,HR,Rejected
375,2023-03-25,Female,Black,Compliance,Rejected
376,2022-11-30,Female,Other,Legal,Rejected
377,2024-05-13,Female,Black,Retail Banking,Rejected
378,2024-06-05,Male,White,IT,Rejected
379,2024-10-07,Female,Black,Finance,Rejected
380,2023-10-20,Male,Other,Retail Banking,Rejected
381,2023-06-11,Female,Other,Finance,Hired
382,2022-10-07,Female,Asian,IT,Rejected
383,2025-01-02,Male,White,Legal,Rejected
384,2024-10-24,Male,White,Finance,Rejected
385,2023-01-06,Male,Black,Operations,Interviewed
386,2024-03-15,Male,Other,HR,Rejected
387,2023-06-25,Female,Hispanic,Risk,Hired
388,2025-07-09,Male,Asian,Compliance,Rejected
389,2023-02-11,Female,Hispanic,Legal,Hired
390,2024-12-15,Other,Black,Risk,Rejected
391,2022-12-29,Male,Asian,Risk,Hired
392,2023-04-17,Male,Asian,Risk,Rejected
393,2022-11-09,Female,White,Legal,Interviewed
394,2024-12-30,Male,White,HR,Interviewed
395,2024-12-23,Male,Black,Risk,Interviewed
396,2025-04-08,Male,Black,Finance,Rejected
397,2024-03-08,Female,Other,HR,Interviewed
398,2023-04-28,Female,Asian,IT,Interviewed
399,2024-01-23,Male,Asian,Compliance,Interviewed
400,2025-09-04,Male,Hispanic,Finance,Interviewed
401,2023-03-27,Male,Other,Finance,Rejected
402,2025-02-09,Male,Hispanic,HR,Rejected
403,2024-05-22,Female,Hispanic,HR,Rejected
404,2022-10-19,Female,Black,Finance,Interviewed
405,2024-07-16,Male,Other,IT,Rejected
406,2024-06-26,Female,Asian,IT,Rejected
407,2023-01-08,Female,White,Compliance,Interviewed
408,2022-10-08,Male,Hispanic,HR,Rejected
409,2024-08-27,Female,Black,Risk,Hired
410,2023-11-02,Male,Black,Operations,Rejected
411,2024-03-28,Male,Other,Finance,Interviewed
412,2023-03-29,Female,White,Legal,Rejected
413,2022-11-26,Female,Black,Legal,Rejected
414,2024-12-17,Male,Other,Risk,Interviewed
415,2024-09-13,Male,Asian,Legal,Rejected
416,2023-04-17,Male,Asian,Compliance,Rejected
417,2022-12-09,Female,Asian,Finance,Hired
418,2023-09-28,Male,Black,Finance,Rejected
419,2024-05-04,Male,White,IT,Rejected
420,2024-12-22,Female,Other,Operations,Interviewed
421,2024-06-12,Male,Other,Legal,Rejected
422,2023-03-11,Male,White,Risk,Interviewed
423,2023-09-10,Male,Black,Risk,Hired
424,2024-01-11,Male,Hispanic,Legal,Rejected
425,2022-10-10,Male,Black,Operations,Interviewed
426,2023-05-12,Female,Other,Risk,Interviewed
427,2024-05-10,Female,Hispanic,Risk,Rejected
428,2022-09-22,Male,Other,Finance,Rejected
429,2024-10-14,Male,Hispanic,Retail Banking,Interviewed
430,2025-04-28,Male,Hispanic,Finance,Rejected
431,2024-09-20,Male,Other,Compliance,Rejected
432,2024-02-15,Female,Black,Legal,Rejected
433,2023-01-04,Female,Asian,Compliance,Interviewed
434,2025-06-01,Female,Hispanic,Finance,Rejected
435,2023-05-28,Male,Asian,Legal,Rejected
436,2023-08-11,Female,Black,IT,Interviewed
437,2023-08-23,Female,Hispanic,Risk,Interviewed
438,2025-05-21,Female,White,Compliance,Interviewed
439,2024-09-21,Male,Other,IT,Rejected
440,2023-07-14,Female,Hispanic,Retail Banking,Interviewed
441,2024-05-02,Female,Hispanic,Compliance,Rejected
442,2022-11-01,Female,Black,Legal,Interviewed
443,2025-03-11,Female,Asian,Retail Banking,Interviewed
444,2023-03-04,Male,Asian,Compliance,Rejected
445,2024-11-10,Female,Other,Operations,Rejected
446,2023-05-14,Male,Other,Compliance,Rejected
447,2024-09-25,Female,Asian,HR,Interviewed
448,2024-02-20,Male,Other,Retail Banking,Hired
449,2022-09-24,Female,Asian,Risk,Interviewed
450,2024-06-28,Female,Asian,HR,Rejected
451,2025-09-10,Male,White,IT,Rejected
452,2024-08-01,Other,Black,Legal,Rejected
453,2024-04-19,Male,White,Retail Banking,Rejected
454,2023-07-06,Male,White,Retail Banking,Rejected
455,2023-05-25,Female,White,Retail Banking,Rejected
456,2024-03-29,Female,White,HR,Rejected
457,2023-04-25,Female,Black,Compliance,Rejected
458,2024-09-13,Male,Asian,IT,Rejected
459,2025-01-23,Female,Asian,Compliance,Interviewed
460,2022-11-15,Female,Hispanic,Legal,Rejected
461,2022-11-10,Other,Asian,HR,Hired
462,2024-12-14,Male,Asian,Legal,Rejected
463,2025-02-24,Female,Asian,Finance,Interviewed
464,2023-02-22,Male,Black,Compliance,Interviewed
465,2023-02-18,Male,Black,Risk,Rejected
466,2024-07-16,Female,Asian,Legal,Rejected
467,2024-12-11,Female,Other,Operations,Rejected
468,2022-12-31,Male,Hispanic,HR,Rejected
469,2024-07-23,Male,White,HR,Hired
470,2023-09-05,Female,Other,Retail Banking,Rejected
471,2023-06-14,Female,Asian,Risk,Interviewed
472,2023-04-30,Female,Black,Operations,Rejected
473,2023-08-04,Female,Other,Compliance,Rejected
474,2025-06-09,Female,Asian,Finance,Interviewed
475,2024-01-17,Male,White,Legal,Interviewed
476,2024-04-08,Male,Black,Legal,Interviewed
477,2022-11-07,Male,Black,Operations,Interviewed
478,2022-12-23,Male,Hispanic,IT,Rejected
479,2025-06-18,Female,Other,IT,Rejected
480,2025-01-21,Female,Hispanic,Operations,Interviewed
481,2024-12-08,Male,Hispanic,HR,Rejected
482,2023-08-13,Male,Black,Risk,Interviewed
483,2022-09-18,Female,Black,Operations,Rejected
484,2024-10-11,Male,Asian,HR,Hired
485,2024-06-12,Female,Asian,Compliance,Interviewed
486,2024-08-27,Male,Hispanic,Operations,Rejected
487,2025-06-25,Female,Black,Operations,Rejected
488,2024-11-12,Female,White,HR,Rejected
489,2023-04-20,Male,White,Operations,Rejected
490,2023-11-23,Female,Black,Legal,Rejected
491,2023-08-21,Female,Hispanic,Risk,Rejected
492,2023-11-10,Male,Hispanic,IT,Rejected
493,2025-01-20,Female,Asian,Finance,Rejected
494,2023-07-30,Female,Hispanic,Legal,Rejected
495,2024-03-03,Female,Hispanic,Operations,Interviewed
496,2024-09-06,Male,Other,HR,Rejected
497,2023-06-10,Male,Other,IT,Interviewed
498,2023-10-13,Female,Other,Compliance,Interviewed
499,2025-06-04,Male,Asian,IT,Interviewed
500,2023-03-21,Female,Hispanic,Risk,Rejected
501,2022-12-02,Female,Black,Risk,Rejected
502,2023-12-14,Female,Other,Risk,Rejected
503,2023-09-27,Female,Other,Operations,Interviewed
504,2024-07-27,Male,Hispanic,Risk,Rejected
505,2024-09-01,Female,Black,Risk,Rejected
506,2023-02-18,Male,Hispanic,Retail Banking,Rejected
507,2024-06-07,Female,Black,Risk,Interviewed
508,2023-10-05,Female,White,IT,Rejected
509,2022-11-05,Female,White,Legal,Interviewed
510,2023-12-08,Male,Hispanic,HR,Rejected
511,2023-03-24,Male,Hispanic,Compliance,Rejected
512,2023-08-01,Male,Black,IT,Interviewed
513,2023-11-07,Male,Other,Retail Banking,Rejected
514,2023-08-12,Male,White,HR,Rejected
515,2022-09-27,Male,Other,Compliance,Rejected
516,2024-06-14,Male,Hispanic,Retail Banking,Rejected
517,2022-12-01,Female,Hispanic,IT,Interviewed
518,2024-01-02,Female,Other,Legal,Hired
519,2025-01-04,Male,Hispanic,Retail Banking,Interviewed
520,2023-01-18,Female,Hispanic,Legal,Interviewed
521,2024-02-08,Female,Black,Finance,Interviewed
522,2024-10-14,Male,Hispanic,Operations,Hired
523,2024-04-20,Male,Asian,Legal,Rejected
524,2023-02-08,Female,Other,Compliance,Rejected
525,2022-12-30,Male,Hispanic,Operations,Interviewed
526,2023-07-21,Male,Asian,Compliance,Rejected
527,2023-02-04,Male,White,Finance,Rejected
528,2025-09-13,Male,Asian,Legal,Rejected
529,2025-06-24,Female,Other,Retail Banking,Interviewed
530,2025-06-09,Male,Other,Risk,Rejected
531,2023-06-11,Female,Asian,Legal,Hired
532,2025-07-13,Male,Hispanic,Finance,Interviewed
533,2025-03-14,Male,Asian,Risk,Rejected
534,2024-02-21,Female,Hispanic,HR,Interviewed
535,2024-09-04,Female,Black,Legal,Interviewed
536,2023-04-27,Male,Hispanic,Risk,Interviewed
537,2024-02-09,Female,White,Finance,Rejected
538,2023-02-21,Male,White,IT,Interviewed
539,2024-04-16,Female,Other,HR,Rejected
540,2024-04-15,Female,White,Risk,Rejected
541,2024-12-12,Other,White,Finance,Rejected
542,2022-12-01,Male,White,Finance,Interviewed
543,2024-05-20,Male,Asian,Risk,Interviewed
544,2024-02-07,Female,Asian,Compliance,Hired
545,2024-05-16,Female,Asian,Finance,Rejected
546,2023-03-25,Male,Other,Compliance,Rejected
547,2023-06-06,Male,Hispanic,Retail Banking,Rejected
548,2023-04-28,Female,Other,IT,Interviewed
549,2023-03-21,Male,Black,Risk,Interviewed
550,2025-01-15,Female,Black,Legal,Interviewed
551,2024-04-03,Female,Asian,Finance,Rejected
552,2022-11-19,Female,Hispanic,Compliance,Rejected
553,2023-03-28,Female,Asian,Retail Banking,Rejected
554,2025-06-23,Female,Hispanic,Operations,Interviewed
555,2024-07-11,Female,White,IT,Rejected
